order_id,order_ts,city,store_id,customer_id,category,items_count,gross_order_value,discount_amount,fulfilled_order_value,eta_mins,actual_delivery_mins,sla_breached,stockout_flag,cancelled_flag,payment_mode,variable_cost,contribution_margin
ORD004795,2024-02-10 16:27:05,Hyderabad,DS_11,CUST1748,Beverages,7,260.17,37.37,222.79,22,27,1,0,0,UPI,101.7,121.1
ORD004796,2024-01-08 01:59:16,Hyderabad,DS_09,CUST2018,Dairy & Breakfast,4,1036.72,12.44,1024.28,19,12,0,0,0,COD,87.72,936.56
ORD004797,2024-01-21 20:14:58,Bengaluru,DS_08,CUST1978,Snacks & Munchies,3,229.37,28.79,200.58,28,26,1,0,0,COD,80.25,120.32
ORD004798,2024-03-26 23:09:20,Mumbai,DS_05,CUST3039,Personal Care,2,221.33,24.34,0,12,9,0,0,1,UPI,10.43,-10.43
ORD004799,2024-03-16 03:03:08,Hyderabad,DS_09,CUST1791,Beverages,3,206.91,25.33,181.57,22,20,0,0,0,Wallet,93.1,88.47
ORD004800,2024-02-12 07:52:45,Delhi NCR,DS_11,CUST1887,Fruits & Vegetables,5,628.2,0.0,628.2,19,22,1,0,0,Wallet,83.54,544.65
ORD004801,2024-03-25 01:06:30,Delhi NCR,DS_03,CUST1651,Household,8,233.18,42.8,190.38,24,33,1,0,0,UPI,122.25,68.13
ORD004802,2024-02-01 18:40:15,Mumbai,DS_10,CUST2975,Dairy & Breakfast,7,299.23,46.8,252.44,9,13,0,0,0,Card,77.8,174.64
ORD004803,2024-01-20 03:02:34,Delhi NCR,DS_07,CUST3036,Dairy & Breakfast,4,922.65,189.4,733.25,19,13,0,0,0,UPI,72.43,660.82
ORD004804,2024-03-05 12:20:27,Mumbai,DS_06,CUST2307,Fruits & Vegetables,6,311.32,27.04,284.28,14,16,0,1,0,UPI,86.48,197.8
ORD004805,2024-01-29 11:52:08,Hyderabad,DS_06,CUST1370,Dairy & Breakfast,3,130.86,3.03,127.83,15,11,0,0,0,COD,70.33,57.5
ORD004806,2024-02-05 13:55:20,Bengaluru,DS_07,CUST3422,Snacks & Munchies,3,437.56,39.24,398.32,12,31,1,0,0,Card,101.26,297.06
ORD004807,2024-03-18 13:32:28,Hyderabad,DS_12,CUST1633,Personal Care,5,386.42,31.54,354.88,20,24,1,0,0,UPI,73.27,281.61
ORD004808,2024-02-02 15:46:26,Mumbai,DS_10,CUST4226,Dairy & Breakfast,6,135.34,17.41,117.92,18,14,0,0,0,Card,74.23,43.69
ORD004809,2024-03-12 00:04:35,Mumbai,DS_08,CUST3178,Household,4,417.59,30.86,386.73,15,11,0,0,0,Card,76.1,310.63
ORD004810,2024-01-11 09:11:48,Bengaluru,DS_10,CUST2826,Beverages,7,278.4,25.73,252.66,17,15,0,0,0,UPI,103.86,148.8
ORD004811,2024-02-22 19:14:52,Bengaluru,DS_09,CUST1584,Beverages,6,770.44,159.47,610.97,28,23,1,0,0,UPI,88.13,522.84
ORD004812,2024-01-21 02:11:38,Mumbai,DS_01,CUST2144,Fruits & Vegetables,6,300.34,70.29,230.04,21,23,1,0,0,UPI,98.79,131.25
ORD004813,2024-01-25 14:06:19,Bengaluru,DS_10,CUST4406,Dairy & Breakfast,10,295.7,57.37,238.33,8,16,0,0,0,UPI,77.09,161.24
ORD004814,2024-01-04 01:31:21,Bengaluru,DS_10,CUST1899,Snacks & Munchies,2,532.13,97.8,434.33,15,25,1,0,0,UPI,88.03,346.3
ORD004815,2024-02-24 20:45:45,Mumbai,DS_12,CUST4434,Fruits & Vegetables,5,216.51,13.75,0,25,29,1,0,1,UPI,7.87,-7.87
ORD004816,2024-02-13 04:55:43,Mumbai,DS_12,CUST4486,Beverages,6,213.08,10.59,202.49,31,28,1,0,0,Card,111.89,90.59
ORD004817,2024-01-17 01:35:25,Bengaluru,DS_08,CUST3456,Dairy & Breakfast,6,235.74,23.74,212.0,20,17,0,0,0,COD,105.54,106.45
ORD004818,2024-01-10 08:57:21,Bengaluru,DS_05,CUST1867,Snacks & Munchies,4,132.11,24.5,107.61,26,25,1,0,0,UPI,96.82,10.79
ORD004819,2024-01-10 23:26:51,Hyderabad,DS_02,CUST3024,Personal Care,8,325.8,12.9,312.9,13,17,0,0,0,Card,101.81,211.09
ORD004820,2024-02-26 21:56:51,Mumbai,DS_07,CUST1117,Fruits & Vegetables,1,457.49,59.03,398.46,26,27,1,0,0,UPI,81.47,317.0
ORD004821,2024-02-19 18:43:05,Mumbai,DS_03,CUST2747,Snacks & Munchies,7,991.47,138.32,853.16,13,7,0,0,0,COD,81.67,771.49
ORD004822,2024-01-05 19:03:12,Mumbai,DS_08,CUST3297,Dairy & Breakfast,7,453.16,109.0,344.16,18,18,0,0,0,Card,84.52,259.63
ORD004823,2024-02-10 14:19:34,Hyderabad,DS_04,CUST3942,Dairy & Breakfast,7,355.1,43.87,311.23,11,10,0,0,0,COD,100.42,210.81
ORD004824,2024-03-16 18:12:50,Hyderabad,DS_10,CUST4473,Snacks & Munchies,6,397.22,50.46,346.76,27,27,1,0,0,UPI,107.88,238.88
ORD004825,2024-02-12 02:53:23,Bengaluru,DS_06,CUST1163,Household,6,491.12,14.08,477.04,11,14,0,0,0,Card,88.92,388.12
ORD004826,2024-01-19 19:41:51,Mumbai,DS_10,CUST1687,Household,5,801.56,128.6,672.96,15,14,0,0,0,COD,100.23,572.73
ORD004827,2024-02-20 16:39:31,Delhi NCR,DS_03,CUST4454,Snacks & Munchies,8,539.73,98.55,441.18,28,22,1,0,0,UPI,97.92,343.26
ORD004828,2024-02-22 12:54:32,Mumbai,DS_02,CUST1103,Personal Care,7,719.6,33.6,0,24,35,1,0,1,UPI,11.49,-11.49
ORD004829,2024-03-28 17:57:06,Bengaluru,DS_11,CUST3986,Dairy & Breakfast,5,179.48,20.09,159.39,19,21,1,0,0,UPI,79.69,79.71
ORD004830,2024-02-07 02:33:12,Bengaluru,DS_06,CUST2286,Personal Care,3,232.71,19.64,213.06,14,16,0,0,0,COD,89.88,123.18
ORD004831,2024-01-02 04:16:10,Mumbai,DS_07,CUST1588,Fruits & Vegetables,5,406.29,49.05,357.24,8,15,0,0,0,UPI,64.8,292.43
ORD004832,2024-02-18 17:14:41,Bengaluru,DS_03,CUST1606,Fruits & Vegetables,5,488.52,51.48,437.04,24,26,1,0,0,Card,93.45,343.59
ORD004833,2024-01-09 21:02:53,Mumbai,DS_01,CUST4191,Fruits & Vegetables,7,238.56,7.74,230.81,21,25,1,0,0,COD,79.8,151.01
ORD004834,2024-01-14 14:53:00,Hyderabad,DS_01,CUST3179,Household,6,712.14,25.12,687.02,17,20,0,0,0,UPI,89.13,597.89
ORD004835,2024-03-27 02:45:07,Delhi NCR,DS_02,CUST3440,Snacks & Munchies,9,396.71,69.53,327.18,17,22,1,1,0,Wallet,91.39,235.79
ORD004836,2024-02-16 23:10:49,Hyderabad,DS_08,CUST3571,Beverages,3,72.45,7.19,65.26,19,20,0,0,0,Wallet,96.68,-31.42
ORD004837,2024-01-14 19:42:44,Bengaluru,DS_03,CUST2145,Dairy & Breakfast,2,158.58,22.24,136.33,18,18,0,0,0,UPI,84.04,52.29
ORD004838,2024-03-15 04:54:32,Delhi NCR,DS_11,CUST3317,Fruits & Vegetables,4,215.44,12.6,202.85,30,24,1,0,0,UPI,100.21,102.64
ORD004839,2024-03-02 19:29:23,Bengaluru,DS_05,CUST4113,Dairy & Breakfast,6,355.13,29.04,326.1,18,18,0,0,0,UPI,81.88,244.22
ORD004840,2024-01-18 19:10:51,Bengaluru,DS_06,CUST3000,Household,7,1078.17,143.16,935.01,17,19,0,0,0,UPI,79.53,855.48
ORD004841,2024-02-27 18:36:49,Mumbai,DS_05,CUST3724,Fruits & Vegetables,8,216.18,21.2,194.98,25,28,1,0,0,UPI,101.6,93.38
ORD004842,2024-03-10 23:35:39,Mumbai,DS_06,CUST2924,Household,6,435.74,69.96,365.78,15,18,0,1,0,Card,111.54,254.24
ORD004843,2024-02-06 15:29:20,Hyderabad,DS_04,CUST4138,Fruits & Vegetables,7,155.31,2.78,152.53,8,9,0,0,0,UPI,66.35,86.18
ORD004844,2024-03-15 19:10:05,Delhi NCR,DS_07,CUST4065,Snacks & Munchies,8,218.59,17.27,201.32,21,30,1,0,0,Wallet,95.48,105.84
ORD004845,2024-02-13 07:19:37,Mumbai,DS_06,CUST3248,Personal Care,6,500.81,107.91,392.9,26,30,1,0,0,UPI,119.81,273.09
ORD004846,2024-03-30 22:53:42,Bengaluru,DS_02,CUST4125,Dairy & Breakfast,8,126.79,12.59,114.2,8,16,0,0,0,Card,92.85,21.34
ORD004847,2024-03-10 19:07:47,Delhi NCR,DS_12,CUST1466,Fruits & Vegetables,7,272.66,25.37,247.29,23,19,0,1,0,Wallet,84.66,162.63
ORD004848,2024-03-28 18:26:09,Bengaluru,DS_05,CUST1767,Snacks & Munchies,9,381.25,108.25,272.99,19,22,1,0,0,UPI,77.37,195.62
ORD004849,2024-02-06 09:13:16,Hyderabad,DS_02,CUST1407,Dairy & Breakfast,9,278.33,41.49,236.85,14,12,0,0,0,Card,72.75,164.1
ORD004850,2024-01-01 04:43:08,Mumbai,DS_03,CUST1712,Fruits & Vegetables,7,601.19,44.04,557.15,18,10,0,0,0,COD,79.26,477.89
ORD004851,2024-01-23 16:25:26,Delhi NCR,DS_04,CUST4005,Beverages,5,719.16,103.55,615.6,19,33,1,0,0,UPI,102.37,513.23
ORD004852,2024-01-31 17:14:51,Mumbai,DS_04,CUST2911,Personal Care,7,208.99,24.06,184.93,10,7,0,0,0,UPI,91.5,93.43
ORD004853,2024-02-11 14:32:09,Mumbai,DS_07,CUST1180,Personal Care,6,224.06,11.54,212.52,14,17,0,0,0,Card,99.23,113.29
ORD004854,2024-02-25 20:55:43,Hyderabad,DS_12,CUST3483,Dairy & Breakfast,3,288.01,27.66,260.36,20,19,0,0,0,UPI,106.42,153.93
ORD004855,2024-02-20 03:01:54,Delhi NCR,DS_02,CUST1003,Beverages,9,581.66,95.98,485.68,16,8,0,0,0,Card,83.05,402.63
ORD004856,2024-02-22 21:36:23,Mumbai,DS_01,CUST1395,Snacks & Munchies,2,488.59,35.32,453.27,24,27,1,0,0,UPI,93.7,359.57
ORD004857,2024-01-16 20:51:36,Bengaluru,DS_08,CUST1531,Beverages,9,229.04,53.05,175.99,22,13,0,0,0,COD,88.06,87.93
ORD004858,2024-03-23 12:59:03,Delhi NCR,DS_04,CUST1178,Fruits & Vegetables,4,231.38,38.66,192.72,14,8,0,0,0,UPI,94.54,98.18
ORD004859,2024-02-09 01:32:58,Mumbai,DS_05,CUST3836,Snacks & Munchies,7,552.55,54.49,498.06,13,10,0,0,0,UPI,86.42,411.64
ORD004860,2024-03-19 21:26:16,Mumbai,DS_07,CUST1356,Fruits & Vegetables,2,132.34,14.63,117.71,20,19,0,0,0,UPI,91.23,26.48
ORD004861,2024-01-04 19:48:22,Delhi NCR,DS_07,CUST1209,Fruits & Vegetables,5,153.1,22.83,130.27,15,16,0,0,0,UPI,98.32,31.95
ORD004862,2024-02-21 13:40:21,Hyderabad,DS_03,CUST1664,Beverages,6,344.66,20.96,323.71,23,23,1,0,0,UPI,124.05,199.66
ORD004863,2024-03-23 00:01:11,Bengaluru,DS_08,CUST4306,Snacks & Munchies,5,344.36,38.65,305.71,17,17,0,0,0,Card,71.48,234.23
ORD004864,2024-02-17 18:18:01,Bengaluru,DS_07,CUST2351,Snacks & Munchies,4,186.82,18.2,168.62,25,30,1,0,0,Card,103.33,65.29
ORD004865,2024-02-05 22:02:26,Hyderabad,DS_02,CUST3565,Snacks & Munchies,4,741.13,121.84,619.3,17,23,1,0,0,UPI,93.87,525.43
ORD004866,2024-01-03 05:26:59,Bengaluru,DS_12,CUST1692,Fruits & Vegetables,4,373.95,6.12,367.83,17,17,0,0,0,Card,88.24,279.59
ORD004867,2024-01-04 09:57:31,Bengaluru,DS_07,CUST3030,Dairy & Breakfast,6,533.39,105.64,427.74,22,14,0,0,0,UPI,82.72,345.02
ORD004868,2024-02-02 16:26:08,Delhi NCR,DS_03,CUST3594,Fruits & Vegetables,5,259.37,39.5,219.87,10,16,0,0,0,UPI,88.26,131.61
ORD004869,2024-01-29 17:59:39,Bengaluru,DS_11,CUST4195,Fruits & Vegetables,1,107.89,16.11,91.78,9,23,1,0,0,Card,85.57,6.21
ORD004870,2024-03-04 18:52:37,Bengaluru,DS_08,CUST2056,Beverages,6,742.57,46.14,696.43,20,25,1,0,0,COD,98.71,597.72
ORD004871,2024-03-23 11:03:59,Hyderabad,DS_12,CUST4444,Fruits & Vegetables,2,688.9,117.69,571.2,10,6,0,0,0,Wallet,74.0,497.21
ORD004872,2024-03-11 02:09:14,Delhi NCR,DS_11,CUST1653,Snacks & Munchies,3,125.75,6.85,118.9,22,25,1,0,0,UPI,79.53,39.37
ORD004873,2024-01-05 08:23:46,Mumbai,DS_07,CUST3076,Personal Care,6,644.96,129.18,515.78,12,13,0,0,0,UPI,95.15,420.63
ORD004874,2024-03-22 11:02:14,Bengaluru,DS_11,CUST4136,Fruits & Vegetables,5,511.03,86.19,0,17,24,1,0,1,Card,11.62,-11.62
ORD004875,2024-03-04 12:57:21,Bengaluru,DS_05,CUST1623,Fruits & Vegetables,6,509.27,0.51,508.76,13,14,0,0,0,UPI,69.55,439.21
ORD004876,2024-01-26 15:31:07,Bengaluru,DS_09,CUST3667,Personal Care,7,549.57,27.37,522.21,13,7,0,0,0,UPI,73.62,448.59
ORD004877,2024-03-18 14:51:24,Bengaluru,DS_05,CUST3846,Personal Care,7,458.05,50.7,407.35,13,22,1,0,0,UPI,113.69,293.66
ORD004878,2024-02-01 09:34:49,Mumbai,DS_08,CUST1163,Fruits & Vegetables,6,451.68,39.0,412.68,12,12,0,0,0,UPI,89.31,323.38
ORD004879,2024-01-27 02:02:10,Mumbai,DS_12,CUST3691,Household,2,330.97,49.52,281.46,20,32,1,0,0,UPI,100.72,180.74
ORD004880,2024-01-02 23:19:49,Bengaluru,DS_06,CUST2370,Dairy & Breakfast,7,494.78,108.04,386.75,12,8,0,1,0,UPI,78.95,307.8
ORD004881,2024-02-13 12:49:58,Mumbai,DS_12,CUST3853,Household,7,269.83,31.77,238.06,23,31,1,0,0,Card,103.97,134.09
ORD004882,2024-02-19 20:35:58,Bengaluru,DS_12,CUST1825,Fruits & Vegetables,4,312.21,23.09,289.11,16,17,0,0,0,UPI,83.25,205.86
ORD004883,2024-03-14 18:29:03,Bengaluru,DS_09,CUST2830,Household,3,1199.1,138.81,1060.29,11,6,0,1,0,Wallet,99.88,960.41
ORD004884,2024-03-03 01:23:20,Bengaluru,DS_12,CUST3737,Household,8,310.26,38.71,271.55,10,19,0,0,0,Card,98.69,172.87
ORD004885,2024-01-21 00:50:01,Bengaluru,DS_01,CUST2425,Beverages,5,214.29,19.25,195.04,21,16,0,0,0,UPI,76.71,118.33
ORD004886,2024-02-02 04:39:10,Bengaluru,DS_11,CUST1759,Dairy & Breakfast,6,91.73,15.38,0,25,23,1,0,1,COD,8.42,-8.42
ORD004887,2024-03-02 17:16:15,Mumbai,DS_12,CUST1770,Beverages,2,327.72,33.86,293.86,18,9,0,0,0,COD,75.12,218.74
ORD004888,2024-02-03 01:13:36,Bengaluru,DS_02,CUST2730,Personal Care,3,315.09,37.7,277.39,30,33,1,0,0,Card,112.14,165.26
ORD004889,2024-01-25 02:14:50,Bengaluru,DS_11,CUST3947,Dairy & Breakfast,7,360.22,56.42,303.8,21,22,1,1,0,Wallet,93.91,209.89
ORD004890,2024-02-26 01:25:05,Bengaluru,DS_05,CUST3502,Household,3,747.04,36.54,710.5,23,38,1,0,0,UPI,103.19,607.31
ORD004891,2024-03-29 02:48:39,Bengaluru,DS_10,CUST3947,Fruits & Vegetables,5,1070.14,199.44,870.7,19,20,0,0,0,Card,106.49,764.21
ORD004892,2024-02-13 06:43:10,Mumbai,DS_09,CUST2988,Dairy & Breakfast,4,357.43,50.97,306.46,11,10,0,0,0,UPI,82.79,223.67
ORD004893,2024-03-22 19:45:58,Delhi NCR,DS_02,CUST1336,Snacks & Munchies,7,1005.42,219.77,785.65,16,17,0,0,0,UPI,99.45,686.2
ORD004894,2024-01-24 09:06:31,Mumbai,DS_08,CUST1441,Beverages,4,635.06,52.36,582.7,17,16,0,0,0,UPI,96.56,486.14
ORD004895,2024-03-03 00:03:20,Bengaluru,DS_10,CUST3294,Fruits & Vegetables,6,107.48,7.71,99.77,34,39,1,0,0,COD,111.5,-11.72
ORD004896,2024-02-29 15:46:13,Delhi NCR,DS_02,CUST3783,Fruits & Vegetables,2,744.81,95.92,648.89,23,26,1,0,0,COD,86.7,562.18
ORD004897,2024-01-26 01:53:00,Bengaluru,DS_05,CUST1750,Beverages,6,869.03,86.72,782.32,25,24,1,0,0,UPI,93.73,688.59
ORD004898,2024-02-05 20:16:10,Bengaluru,DS_08,CUST1083,Fruits & Vegetables,4,514.56,49.8,464.75,20,22,1,0,0,UPI,108.25,356.5
ORD004899,2024-01-07 18:55:58,Delhi NCR,DS_11,CUST2482,Beverages,6,508.04,13.46,494.58,15,10,0,0,0,UPI,80.26,414.33
ORD004900,2024-02-06 10:35:34,Bengaluru,DS_09,CUST3108,Dairy & Breakfast,4,207.19,15.52,191.66,21,25,1,0,0,Card,91.45,100.22
ORD004901,2024-02-06 01:07:02,Delhi NCR,DS_04,CUST1580,Beverages,4,1111.65,221.77,889.88,9,7,0,0,0,UPI,83.58,806.29
ORD004902,2024-01-09 00:52:00,Bengaluru,DS_12,CUST3228,Beverages,6,567.63,86.08,481.56,17,30,1,0,0,Card,94.2,387.36
ORD004903,2024-03-12 22:26:49,Delhi NCR,DS_02,CUST3405,Personal Care,2,324.33,45.89,278.44,23,26,1,0,0,UPI,84.72,193.71
ORD004904,2024-02-20 09:07:27,Delhi NCR,DS_01,CUST2427,Beverages,7,241.37,30.1,211.27,14,22,1,0,0,UPI,103.97,107.3
ORD004905,2024-01-07 06:34:48,Mumbai,DS_07,CUST2451,Fruits & Vegetables,9,576.91,43.83,533.08,27,28,1,0,0,UPI,97.23,435.84
ORD004906,2024-01-06 15:09:51,Mumbai,DS_05,CUST2857,Beverages,9,325.29,42.49,0,21,17,0,0,1,Card,16.2,-16.2
ORD004907,2024-02-02 09:39:05,Bengaluru,DS_01,CUST1484,Personal Care,4,515.64,74.12,441.52,16,10,0,0,0,COD,102.03,339.49
ORD004908,2024-03-20 00:28:08,Hyderabad,DS_10,CUST2948,Fruits & Vegetables,6,367.42,75.32,292.1,22,30,1,0,0,UPI,101.54,190.56
ORD004909,2024-03-03 05:28:40,Delhi NCR,DS_09,CUST2375,Snacks & Munchies,3,142.76,28.58,114.19,19,26,1,0,0,UPI,83.69,30.49
ORD004910,2024-03-22 21:58:22,Hyderabad,DS_04,CUST3452,Fruits & Vegetables,4,597.02,125.47,471.55,16,9,0,0,0,COD,83.33,388.22
ORD004911,2024-01-19 19:44:41,Bengaluru,DS_06,CUST1823,Fruits & Vegetables,6,395.64,29.94,365.71,19,8,0,0,0,UPI,80.97,284.74
ORD004912,2024-03-15 05:01:51,Delhi NCR,DS_11,CUST1098,Dairy & Breakfast,3,135.27,25.88,109.39,26,23,1,0,0,Card,74.23,35.16
ORD004913,2024-01-30 12:35:37,Mumbai,DS_02,CUST2587,Personal Care,2,755.01,163.69,0,20,24,1,0,1,UPI,12.4,-12.4
ORD004914,2024-02-15 11:43:10,Delhi NCR,DS_02,CUST4405,Dairy & Breakfast,5,443.25,40.06,403.19,20,22,1,0,0,Card,99.78,303.41
ORD004915,2024-01-28 09:47:16,Mumbai,DS_01,CUST4215,Household,2,793.86,57.5,736.36,15,12,0,0,0,COD,83.2,653.16
ORD004916,2024-02-29 21:14:44,Delhi NCR,DS_05,CUST1850,Fruits & Vegetables,7,1051.27,90.98,960.29,33,34,1,0,0,UPI,102.4,857.9
ORD004917,2024-02-29 18:53:04,Delhi NCR,DS_02,CUST1713,Household,2,584.48,13.73,570.75,18,17,0,0,0,Card,96.84,473.91
ORD004918,2024-01-03 02:51:38,Bengaluru,DS_05,CUST1900,Dairy & Breakfast,5,206.86,40.29,166.57,22,32,1,0,0,Wallet,93.63,72.94
ORD004919,2024-03-24 22:08:12,Bengaluru,DS_12,CUST3744,Personal Care,8,589.45,74.22,515.23,18,24,1,0,0,COD,96.63,418.6
ORD004920,2024-03-14 23:05:42,Hyderabad,DS_09,CUST4192,Household,3,421.79,47.2,374.59,12,19,0,0,0,UPI,82.67,291.92
ORD004921,2024-01-20 18:08:23,Mumbai,DS_03,CUST2387,Snacks & Munchies,3,391.92,0.02,391.9,20,22,1,0,0,COD,87.41,304.5
ORD004922,2024-03-25 12:21:29,Mumbai,DS_09,CUST2525,Snacks & Munchies,3,241.4,14.11,227.29,18,20,0,0,0,Card,108.85,118.44
ORD004923,2024-03-05 18:17:35,Mumbai,DS_07,CUST2106,Snacks & Munchies,6,146.37,11.41,134.96,13,19,0,0,0,UPI,108.49,26.47
ORD004924,2024-03-29 02:46:06,Delhi NCR,DS_02,CUST2728,Household,6,236.79,17.0,219.8,13,16,0,0,0,UPI,99.9,119.9
ORD004925,2024-02-09 13:39:40,Delhi NCR,DS_08,CUST2098,Fruits & Vegetables,6,372.71,73.9,298.81,18,14,0,0,0,Card,94.29,204.52
ORD004926,2024-02-13 20:25:40,Delhi NCR,DS_04,CUST3524,Dairy & Breakfast,4,236.33,29.32,0,24,27,1,0,1,UPI,4.71,-4.71
ORD004927,2024-03-06 20:21:05,Mumbai,DS_08,CUST3651,Fruits & Vegetables,6,368.52,25.86,342.66,23,34,1,0,0,UPI,100.68,241.97
ORD004928,2024-01-17 12:31:04,Bengaluru,DS_08,CUST1620,Snacks & Munchies,4,329.6,33.78,295.82,17,24,1,0,0,Card,91.33,204.49
ORD004929,2024-03-20 20:22:51,Mumbai,DS_11,CUST3115,Snacks & Munchies,5,1344.5,156.23,1188.28,28,25,1,0,0,Wallet,97.34,1090.94
ORD004930,2024-03-29 13:50:57,Bengaluru,DS_02,CUST4434,Fruits & Vegetables,5,1182.55,109.91,1072.64,24,20,0,0,0,Card,73.83,998.82
ORD004931,2024-03-23 14:00:36,Bengaluru,DS_04,CUST1277,Snacks & Munchies,2,282.44,33.06,0,14,22,1,0,1,UPI,12.27,-12.27
ORD004932,2024-03-13 02:37:15,Delhi NCR,DS_02,CUST2204,Household,7,599.8,34.66,565.14,16,6,0,0,0,UPI,82.26,482.88
ORD004933,2024-01-02 08:53:27,Bengaluru,DS_10,CUST1805,Fruits & Vegetables,7,278.2,23.09,255.11,23,17,0,0,0,Card,111.5,143.61
ORD004934,2024-02-01 00:37:06,Delhi NCR,DS_04,CUST3426,Dairy & Breakfast,6,258.31,18.76,239.55,12,13,0,0,0,UPI,81.89,157.66
ORD004935,2024-03-03 05:26:28,Mumbai,DS_03,CUST4035,Personal Care,9,437.6,57.61,379.99,8,9,0,0,0,Card,77.81,302.18
ORD004936,2024-02-25 09:50:36,Mumbai,DS_09,CUST2067,Household,8,209.02,51.77,157.25,14,15,0,0,0,UPI,85.25,72.01
ORD004937,2024-02-25 03:14:47,Delhi NCR,DS_03,CUST1207,Household,3,735.34,78.9,656.45,23,19,0,0,0,Card,70.09,586.36
ORD004938,2024-03-02 22:35:37,Delhi NCR,DS_12,CUST2100,Fruits & Vegetables,2,823.2,104.0,719.19,12,8,0,0,0,UPI,74.85,644.35
ORD004939,2024-01-27 15:04:57,Delhi NCR,DS_06,CUST1133,Household,4,902.67,155.26,747.41,28,23,1,1,0,UPI,97.43,649.97
ORD004940,2024-02-08 06:37:29,Mumbai,DS_11,CUST4278,Snacks & Munchies,5,499.6,0.0,499.6,19,15,0,1,0,COD,75.75,423.86
ORD004941,2024-03-04 17:55:29,Mumbai,DS_05,CUST3353,Personal Care,4,461.35,25.84,435.52,19,22,1,1,0,Card,92.98,342.54
ORD004942,2024-02-22 10:37:28,Hyderabad,DS_01,CUST2699,Household,7,176.01,16.99,159.02,13,10,0,0,0,Wallet,68.8,90.22
ORD004943,2024-02-20 04:46:30,Bengaluru,DS_05,CUST3110,Dairy & Breakfast,4,324.77,46.02,278.75,25,14,0,0,0,Card,88.25,190.5
ORD004944,2024-03-17 07:53:00,Mumbai,DS_04,CUST4249,Personal Care,7,446.12,31.16,414.96,15,15,0,1,0,Card,98.85,316.11
ORD004945,2024-03-27 11:48:54,Bengaluru,DS_03,CUST1874,Beverages,6,599.59,82.34,517.25,18,15,0,0,0,Card,73.59,443.66
ORD004946,2024-03-01 16:21:24,Mumbai,DS_01,CUST1895,Fruits & Vegetables,2,955.26,129.3,825.97,23,32,1,0,0,COD,93.95,732.01
ORD004947,2024-03-07 05:47:23,Mumbai,DS_08,CUST3720,Fruits & Vegetables,6,1064.25,165.47,898.77,18,6,0,0,0,COD,69.14,829.63
ORD004948,2024-02-25 23:27:01,Bengaluru,DS_05,CUST1611,Fruits & Vegetables,5,75.54,4.77,70.78,22,23,1,0,0,UPI,87.01,-16.23
ORD004949,2024-02-20 00:47:49,Mumbai,DS_06,CUST2211,Snacks & Munchies,5,504.93,90.84,414.1,18,7,0,0,0,Card,93.07,321.03
ORD004950,2024-03-07 14:26:45,Bengaluru,DS_01,CUST2856,Household,7,59.43,3.96,55.47,19,15,0,0,0,UPI,80.76,-25.29
ORD004951,2024-03-17 08:43:23,Delhi NCR,DS_12,CUST2617,Snacks & Munchies,4,211.83,24.93,186.9,14,19,0,0,0,UPI,86.52,100.39
ORD004952,2024-01-29 05:45:53,Bengaluru,DS_02,CUST2191,Dairy & Breakfast,3,402.55,10.65,391.89,8,10,0,0,0,UPI,76.45,315.45
ORD004953,2024-02-28 13:38:40,Mumbai,DS_05,CUST3677,Snacks & Munchies,5,609.41,26.84,582.57,20,19,0,1,0,Card,74.28,508.29
ORD004954,2024-02-15 12:43:34,Hyderabad,DS_06,CUST3683,Personal Care,7,406.41,35.01,371.41,19,22,1,0,0,UPI,84.51,286.89
ORD004955,2024-01-28 13:51:43,Bengaluru,DS_01,CUST1725,Beverages,8,203.96,21.88,182.09,12,11,0,0,0,Card,68.36,113.72
ORD004956,2024-03-20 23:23:08,Mumbai,DS_04,CUST4319,Personal Care,6,674.57,81.87,592.7,19,19,0,0,0,COD,88.47,504.23
ORD004957,2024-02-11 05:29:22,Mumbai,DS_01,CUST1813,Snacks & Munchies,3,1446.65,175.82,1270.83,18,14,0,0,0,Wallet,99.92,1170.92
ORD004958,2024-01-21 04:59:54,Mumbai,DS_08,CUST3039,Snacks & Munchies,6,672.72,63.96,608.76,19,26,1,0,0,COD,92.62,516.15
ORD004959,2024-02-02 07:43:43,Hyderabad,DS_09,CUST1083,Fruits & Vegetables,4,453.12,86.12,0,9,20,0,1,1,COD,14.93,-14.93
ORD004960,2024-03-20 01:56:13,Mumbai,DS_10,CUST2615,Personal Care,5,289.01,44.14,244.87,18,19,0,0,0,Wallet,101.19,143.68
ORD004961,2024-03-18 16:52:24,Bengaluru,DS_02,CUST2586,Fruits & Vegetables,5,199.1,19.2,179.9,17,24,1,0,0,Card,77.9,102.0
ORD004962,2024-02-10 19:52:38,Mumbai,DS_01,CUST2258,Beverages,6,359.41,7.2,352.21,24,24,1,0,0,Card,91.4,260.81
ORD004963,2024-03-20 16:52:28,Delhi NCR,DS_09,CUST2327,Fruits & Vegetables,6,1370.02,328.08,1041.94,13,10,0,0,0,UPI,79.24,962.7
ORD004964,2024-03-26 04:13:11,Mumbai,DS_07,CUST1968,Dairy & Breakfast,6,383.58,5.82,377.76,15,17,0,0,0,Card,85.72,292.03
ORD004965,2024-02-07 06:05:10,Delhi NCR,DS_10,CUST4195,Snacks & Munchies,3,136.2,18.35,117.84,20,21,1,0,0,UPI,102.26,15.58
